"","beta1.1","beta1.2","beta1.3","beta1.4","beta2.1","beta2.2","beta2.3","beta2.4","beta3","v0.01","v0.02","v0.03","v0.04","v0.05","v0.06","v0.07","v0.08","v0.09","v0.1","v0.11","v0.12","v0.13","v0.14","v0.15","v0.16","v0.17","v0.18","v0.19","v0.2","v1.01","v1.02","v1.03","v1.04","v1.05","v1.06","v1.07","v1.08","v1.09","v1.1","v1.11","v1.12","v1.13","v1.14","v1.15","v1.16","v1.17","v1.18","v1.19","v1.2","v1.21","v1.22","v1.23","v1.24","v1.25","v1.26","v1.27","v1.28","v1.29","v1.3","v1.31","v1.32","v1.33","v1.34","v1.35","v1.36","v1.37","v1.38","v1.39","v1.4","v1.41","v1.42","v1.43","v1.44","v1.45","v1.46","v1.47","v1.48","v1.49","v1.5","v1.51","v1.52","v1.53","v1.54","v1.55","v1.56","v1.57","v1.58","v1.59","v1.6","v1.61","v1.62","v1.63","v1.64","v1.65","v1.66","v1.67","v1.68","v1.69","v1.7","v1.71","v1.72","v1.73","v1.74","v1.75","v1.76","v1.77","v1.78","v1.79","v1.8","session_ID","trial_ID"
1,0.14011194790756,-0.466494408866279,-0.951165387663169,-0.507053707491774,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14011194790756,-0.466494408866279,-0.951165387663169,-0.507053707491774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26
1,-0.675483758963967,0.455129671474815,0.0488212716209507,-0.416446575269517,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675483758963967,0.455129671474815,0.0488212716209507,-0.416446575269517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27
1,-0.108940529009156,-0.334563055943671,-0.405351135782702,-0.535427201869437,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108940529009156,-0.334563055943671,-0.405351135782702,-0.535427201869437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29
1,-0.0166248888244709,0.721885932805608,0.166189068737979,0.369567076895883,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166248888244709,0.721885932805608,0.166189068737979,0.369567076895883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30
1,0.243937246904145,0.165656789491129,-0.634334807453648,-0.610995404313897,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243937246904145,0.165656789491129,-0.634334807453648,-0.610995404313897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31
1,0.590723922974875,0.125014534536932,-0.395721617237195,-0.645308984130697,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590723922974875,0.125014534536932,-0.395721617237195,-0.645308984130697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32
1,0.724018353308734,-0.458779437797708,-0.679928957842149,-0.412374872578533,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724018353308734,-0.458779437797708,-0.679928957842149,-0.412374872578533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34
1,0.803062353799826,0.496703546697894,-0.744484672138956,-0.322261670125194,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803062353799826,0.496703546697894,-0.744484672138956,-0.322261670125194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35
1,0.0105590853232782,-0.738705746779625,0.41841125402773,-0.570890590053192,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105590853232782,-0.738705746779625,0.41841125402773,-0.570890590053192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36
1,0.818592328594591,0.513785075891105,0.791308683597982,0.584009760195509,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818592328594591,0.513785075891105,0.791308683597982,0.584009760195509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37
1,-0.45300970570104,-0.14593676057817,0.0292540284117308,1.42285925278911,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45300970570104,-0.14593676057817,0.0292540284117308,1.42285925278911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39
1,0.193976083751341,-0.464616556895389,-0.135597329157366,1.14918856343342,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193976083751341,-0.464616556895389,-0.135597329157366,1.14918856343342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41
1,-0.311669987073193,0.886949199508589,-0.0216902722855891,1.21960857254626,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311669987073193,0.886949199508589,-0.0216902722855891,1.21960857254626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42
1,0.468941559012501,-0.626138656400976,0.800886297596169,-0.1059808641847,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468941559012501,-0.626138656400976,0.800886297596169,-0.1059808641847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43
1,1.62052937478584,0.236824292618904,0.508439920424542,-0.240375823833069,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62052937478584,0.236824292618904,0.508439920424542,-0.240375823833069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44
1,0.0933505932681574,1.4914440278924,-0.135891696894131,1.29106165337816,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933505932681574,1.4914440278924,-0.135891696894131,1.29106165337816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47
1,-0.306608709036432,-0.555301727884544,0.144668464206125,-0.331085931528014,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.306608709036432,-0.555301727884544,0.144668464206125,-0.331085931528014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49
1,-0.736226368164982,-0.204287488883621,-0.0312009518152927,-0.400126723741907,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.736226368164982,-0.204287488883621,-0.0312009518152927,-0.400126723741907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51
1,0.153378403770033,-0.743384008505237,-0.532521753317885,-0.119200989154638,-0.239530379759409,-0.141389622168664,0.11750113345531,0.0689472620028728,0.400995439117069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153378403770033,-0.743384008505237,-0.532521753317885,-0.119200989154638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52
