"BP","BP_within","BP_within_standard","BP_between","ERD1_alpha","ERD1_alpha_within","ERD1_alpha_within_standard","ERD1_alpha_between","ERD1_beta","ERD1_beta_within","ERD1_beta_within_standard","ERD1_beta_between","ERD2_alpha","ERD2_alpha_within","ERD2_alpha_within_standard","ERD2_alpha_between","ERD2_beta","ERD2_beta_within","ERD2_beta_within_standard","ERD2_beta_between","subject","musicality","trial","session","deviation"
-6.96365819829216,-2.980791436556822,-1.3912887794640763,-3.982866761735338,2.9869702609610007,-0.14531735253559663,-0.10951706063683873,3.1322876134965973,3.8553223445784344,-0.13045295800179746,-0.16172783550118294,3.985775302580232,4.2635742612437095,1.196946865113948,0.8522118114317268,3.0666273961297614,4.685662142375828,0.8511666156090052,1.1335107788862222,3.834495526766823,1,0.24326327531919587,0,0,-0.03705215419501373
-5.580646140551773,-1.5977793788164347,-0.7457658709507674,-3.982866761735338,3.5112114735725912,0.3789238600759939,0.2855724153832365,3.1322876134965973,4.9616601723545415,0.9758848697743097,1.2098441469205954,3.985775302580232,2.703485465174799,-0.3631419309549626,-0.2585526992098201,3.0666273961297614,4.4813118919959285,0.6468163652291055,0.8613746221973437,3.834495526766823,1,0.24326327531919587,1,0,0.06199546485260354
-4.786830636151524,-0.8039638744161857,-0.3752513187778619,-3.982866761735338,5.800234448608136,2.6679468351115387,2.0106731248437737,3.1322876134965973,5.614644847366456,1.6288695447862245,2.01937579513102,3.985775302580232,5.633582772150233,2.5669553760204717,1.82764143891597,3.0666273961297614,5.0184421707984495,1.1839466440316264,1.5766787113423288,3.834495526766823,1,0.24326327531919587,3,0,0.09487528344670748
-4.764674834484621,-0.7818080727492833,-0.36491006582029184,-3.982866761735338,3.7920470808059967,0.6597594673093994,0.49722153842124606,3.1322876134965973,4.500349880708874,0.5145745781286419,0.6379390241464126,3.985775302580232,4.798917535249905,1.7322901391201437,1.233369801460949,3.0666273961297614,3.9470264239629707,0.11253089719614762,0.14985900831919466,3.834495526766823,1,0.24326327531919587,4,0,0.021496598639454856
-6.6648468166128865,-2.6819800548775485,-1.2518181283450724,-3.982866761735338,2.390090758911678,-0.7421968545849191,-0.5593497026319455,3.1322876134965973,5.103406180809235,1.117630878229003,1.3855724361786592,3.985775302580232,2.294737160369175,-0.7718902357605866,-0.5495765895851767,3.0666273961297614,5.0502675135272455,1.2157719867604224,1.619060976298794,3.834495526766823,1,0.24326327531919587,5,0,0.02825396825397375
-5.524883434481754,-1.5420166727464157,-0.7197385460207859,-3.982866761735338,1.1553974534725373,-1.97689016002406,-1.4898647391383673,3.1322876134965973,4.045323608285904,0.059548305705672266,0.07382445547465794,3.985775302580232,2.1268320063852686,-0.9397953897444928,-0.6691230453183856,3.0666273961297614,2.86987856067338,-0.9646169660934429,-1.2845942363248335,3.834495526766823,1,0.24326327531919587,6,0,0.03537414965985475
-4.2295397379928765,-0.2466729762575386,-0.11513497383787177,-3.982866761735338,0.7020841833590917,-2.4302034301375057,-1.8315000361228537,3.1322876134965973,3.1816830585387836,-0.8040922440414482,-0.9968658447002832,3.985775302580232,-0.9603377803316739,-4.026965176461435,-2.867150905047048,3.0666273961297614,3.0168190836043007,-0.8176764431625223,-1.0889114363383645,3.834495526766823,1,0.24326327531919587,9,0,0.059002267573699196
0.6545834595446117,4.637450221279949,2.1645366995695867,-3.982866761735338,2.782204872887621,-0.3500827406089764,-0.26383657603308086,3.1322876134965973,3.9188415492078703,-0.06693375337236152,-0.08298049519684236,3.985775302580232,2.91404976924672,-0.15257762688304144,-0.10863344028021854,3.0666273961297614,3.4498266205414647,-0.3846689062253583,-0.512269094573032,3.834495526766823,1,0.24326327531919587,11,0,0.005351473922896144
-2.659495906473408,1.3233708552619299,0.6176852896902111,-3.982866761735338,3.9286527222566536,0.7963651087600563,0.6001730996563099,3.1322876134965973,3.9291811486875283,-0.0565941538927035,-0.07016207337331264,3.985775302580232,2.906721141110325,-0.15990625501943656,-0.11385133561163097,3.0666273961297614,4.084035545711648,0.24954001894482536,0.3323160190382343,3.834495526766823,1,0.24326327531919587,12,0,0.03378684807256205
0.888083344478215,4.870950106213553,2.273523113691044,-3.982866761735338,4.570074731381101,1.437787117884504,1.0835747845987713,3.1322876134965973,3.0251215866874346,-0.9606537158927972,-1.1909614662426418,3.985775302580232,5.041076513863913,1.9744491177341512,1.4057840897087854,3.0666273961297614,2.7702649502591576,-1.0642305765076654,-1.4172511087369466,3.834495526766823,1,0.24326327531919587,14,0,0.11083900226759225
