"Snare1","Snare1_within","Snare1_within_standard","Snare1_between","Snare2","Snare2_within","Snare2_within_standard","Snare2_between","Snare3","Snare3_within","Snare3_within_standard","Snare3_between","WdBlk1","WdBlk1_within","WdBlk1_within_standard","WdBlk1_between","WdBlk2","WdBlk2_within","WdBlk2_within_standard","WdBlk2_between","WdBlk3","WdBlk3_within","WdBlk3_within_standard","WdBlk3_between","subject","musicality","trial","session","deviation"
4.239744881107724,0.40451276863661123,0.43060517852916436,3.8352321124711124,3.7151701812783497,-0.32061328410970313,-0.4167905659320251,4.035783465388053,4.242103238439034,0.5030146818647956,0.6996148255910957,3.7390885565742384,3.5544302446985605,-0.06906996742217864,-0.07260170665563359,3.623500212120739,3.7684825108699056,0.032357044577457916,0.03644699277403112,3.7361254662924477,3.862791880613268,0.20447353162118942,0.3164750790386668,3.6583183489920788,0,0.24326327531919587,0,0,-0.03705215419501373
4.412664850522783,0.5774327380516708,0.6146790572158461,3.8352321124711124,4.021452305372608,-0.014331160015444766,-0.018630208382931012,4.035783465388053,3.8780744554364457,0.13898589886220725,0.19330766853886946,3.7390885565742384,3.0593776641856834,-0.5641225479350558,-0.5929677003128034,3.623500212120739,4.1024001012744575,0.36627463498200985,0.4125719499054753,3.7361254662924477,2.8326735828679834,-0.8256447661240953,-1.2778964130235952,3.6583183489920788,0,0.24326327531919587,1,0,0.06199546485260354
3.2107845758542393,-0.6244475366168731,-0.6647264656027698,3.8352321124711124,3.072310424284913,-0.96347304110314,-1.2524948090554613,4.035783465388053,3.167993649523543,-0.5710949070506954,-0.794303781175971,3.7390885565742384,2.2803872178441247,-1.3431129942766145,-1.4117900913404637,3.623500212120739,4.126327539667656,0.3902020733752085,0.43952382964623316,3.7361254662924477,3.33356683342506,-0.32475151556701887,-0.5026360172005194,3.6583183489920788,0,0.24326327531919587,3,0,0.07900226757369622
3.551180927376132,-0.2840511850949805,-0.30237342490200575,3.8352321124711124,3.574701212138003,-0.46108225325005003,-0.5993972888769822,4.035783465388053,3.1607320791261775,-0.578356477448061,-0.804403490966223,3.7390885565742384,3.5407674076647555,-0.08273280445598363,-0.08696316248706518,3.623500212120739,4.359273311364751,0.6231478450723031,0.7019140747584192,3.7361254662924477,4.0329556992063935,0.37463735021431477,0.5798471033383635,3.6583183489920788,0,0.24326327531919587,4,0,0.09487528344670748
4.278457834913252,0.4432257224421394,0.47181524574411554,3.8352321124711124,4.301817713865572,0.2660342484775189,0.34583896075343673,4.035783465388053,2.3591116562927374,-1.379976900281501,-1.9193322445997418,3.7390885565742384,3.9898059260570315,0.3663057139362924,0.3850359422776499,3.623500212120739,2.791265198254172,-0.9448602680382758,-1.0642911245871782,3.7361254662924477,3.3846355380664574,-0.2736828109256213,-0.42359413725817796,3.6583183489920788,0,0.24326327531919587,5,0,0.021496598639454856
2.0813697688029027,-1.7538623436682097,-1.866992258751842,3.8352321124711124,4.108782492350872,0.0729990269628189,0.09489720878162344,4.035783465388053,3.0926389217297454,-0.646449634844493,-0.8991104332352692,3.7390885565742384,3.726969603092403,0.10346939097166397,0.10876006825434899,3.623500212120739,2.701547623404793,-1.0345778428876549,-1.165349050146825,3.7361254662924477,3.783885003127683,0.12556665413560442,0.19434650772211856,3.6583183489920788,0,0.24326327531919587,6,0,0.02825396825397375
3.428716006524275,-0.4065161059468374,-0.43273773771396234,3.8352321124711124,2.638282325895674,-1.397501139492379,-1.8167222622640256,4.035783465388053,3.805395228600493,0.06630667202625462,0.0922222202604475,3.7390885565742384,3.566101580128379,-0.05739863199236028,-0.06033358343536571,3.623500212120739,3.5373603619651903,-0.19876510432725736,-0.22388912262376454,3.7361254662924477,3.0651520485099026,-0.5931663004821761,-0.9180765370451339,3.6583183489920788,0,0.24326327531919587,9,0,0.03537414965985475
5.354229803563873,1.518997691092761,1.6169780602055073,3.8352321124711124,5.506401693343125,1.4706182279550717,1.9117729485270447,4.035783465388053,4.893305563173168,1.15421700659893,1.6053355078471354,3.7390885565742384,5.000513332885664,1.3770131207649245,1.447423625432777,3.623500212120739,5.08033358738494,1.3442081210924925,1.5141167654843042,3.7361254662924477,4.478465521492452,0.8201471725003731,1.2693874810224928,3.6583183489920788,0,0.24326327531919587,11,0,0.15727891156462148
4.2849123394696855,0.44968022699857313,0.47868608716701566,3.8352321124711124,3.590476188159298,-0.44530727722875474,-0.5788901498738768,4.035783465388053,3.6611251884196734,-0.07796336815456506,-0.10843486319671936,3.7390885565742384,3.7811009889772675,0.1576007768565284,0.16565934221598522,3.623500212120739,3.6408060702751817,-0.09531939601726602,-0.10736781999820218,3.7361254662924477,3.306918332582754,-0.35140001640932494,-0.5438813869237509,3.6583183489920788,0,0.24326327531919587,12,0,0.026167800453511192
5.627491135940133,1.7922590234690206,1.9078656512439545,3.8352321124711124,5.727361214083105,1.6915777486950523,2.199015705648032,4.035783465388053,4.533533566349501,0.7944450097752624,1.1049488752398493,3.7390885565742384,5.424131733166927,1.800631521046188,1.8927028108587916,3.623500212120739,5.63225411759909,1.8961286513066424,2.1358003536871832,3.7361254662924477,4.495297254385288,0.8369789053932091,1.2954388919576085,3.6583183489920788,0,0.24326327531919587,14,0,0.059002267573699196
3.2895244648140416,-0.5457076476570708,-0.5809075936863654,3.8352321124711124,3.7842971952895588,-0.2514862700984941,-0.32692689303110906,4.035783465388053,3.3461300676588603,-0.3929584889153781,-0.5465438576621267,3.7390885565742384,3.998905027391325,0.3754048152705858,0.39460030593029766,3.623500212120739,2.676345659231082,-1.0597798070613655,-1.1937365564263862,3.7361254662924477,4.3030800668601925,0.6447617178681138,0.9979336396529097,3.6583183489920788,0,0.24326327531919587,17,0,0.07414965986396693
3.228043219873975,-0.6071888925971374,-0.646354582029508,3.8352321124711124,4.309015404807693,0.27323193941963986,0.35519580848824217,4.035783465388053,4.563787505982789,0.8246989494085502,1.1470273780412354,3.7390885565742384,3.4317020686699213,-0.1917981434508178,-0.20160531512629717,3.623500212120739,3.8766559131495604,0.1405304468571127,0.15829357248222903,3.7361254662924477,3.964610782713221,0.3062924337211421,0.47406586760786834,3.6583183489920788,0,0.24326327531919587,19,0,0.005351473922896144
