"Snare1" "Snare2" "WdBlk1" "WdBlk2" "Snare1_within" "Snare2_within" "WdBlk1_within" "WdBlk2_within" "Snare1_within_standard" "Snare2_within_standard" "WdBlk1_within_standard" "WdBlk2_within_standard" "subject" "musicality" "trial" "session" "precision"
0.945693624783494 0.556478101589852 0.323732448170301 -0.247713926865654 0.623486738093879 -0.129638180989961 -0.0751605314700421 0.0316324975973644 0.173227645691672 0.712487124139984 -0.306282404927593 -0.78424636848753 1 -0.057896820302755 -2.18636182924355 -1.4155671548884 -0.978139134465631
0.508540575888973 0.276228197507798 -0.865178367134905 -0.313816085999385 -0.309090607149602 -0.242276063275281 -0.0457475337483108 -0.217972221244153 -0.589363813429169 0.167372249099764 -1.57599752777043 0.0374246744468684 1 1.2404929896979 -0.1289215467056 -0.677849093180087 0.758072445865632
0.440779089596266 0.684964019025962 0.564850710115631 0.905822799007952 0.266046507299153 1.0505928228142 0.433099852936801 0.114329847842996 0.716999021015611 2.06055063493211 0.717356208809274 1.52711250292848 1 0.293265174567551 0.0374332629740285 0.136928882474602 1.01815216935807
0.0584129231010575 0.398792409551955 -0.603205521757043 -1.38612508706202 -0.383638227511224 0.278240820146656 0.0849823617948731 -1.30977185932239 -0.552116729765951 0.711969433673209 -1.14411138786694 -1.32342742640924 1 -0.327410344720145 -1.10207634861204 -0.764799071285584 0.23632872361997
0.0207223338235061 0.0567898112603472 0.470489019571536 -0.517410799734687 0.303599124702684 0.104568020055195 0.342914137619875 -0.145719474096018 0.309937336369982 1.93711638140311 0.0356943269512402 1.09943472429974 1 -0.255767536226606 -0.685563197186272 -1.04119784088438 0.00280479517824547
0.659387587536451 -0.421297047895627 -0.656973095066935 0.1174474358949 -0.334710645019062 -0.0941221499040547 0.23472482351078 -0.510473759174805 0.118258378791142 0.496953873182821 -0.248692719993547 0.526430461214851 1 0.0957664254612264 -0.563748961855198 -0.736463643920339 0.965004082447288
-0.224966860091506 0.236025620952672 0.329088927267294 0.363361581839756 -0.0870847967875882 0.32265076995304 -0.233518854051364 0.0994406773094524 0.179575624198326 0.250575197522905 0.831703110674416 0.354771077103514 1 0.293686859014228 -1.15154339830799 -1.26663422595468 -0.590955480852985
0.370392819521514 -0.771751832330214 0.719410209935709 0.639634068907026 0.472395955615635 -1.31439486628656 0.64592464773886 0.341776149678836 0.341363987576467 -1.06843241774184 1.28623622784364 0.60561058010047 1 0.0380748186399481 -0.393915674655176 -0.842494532353077 -0.0786309314107311
-0.939156379503752 0.204928936045829 -1.02540307352134 0.0467108389707488 -0.608023635358246 -0.0355921055499685 -1.4551479135405 0.192090724516838 -1.50541982979159 -0.756957752202565 -1.94773528997733 0.628499273656673 1 0.143492702421586 -1.13044816978912 -0.0850716175195934 -0.225164757063044
-0.0217301371898531 0.0809431588034226 0.758009911937024 -0.217097881716399 0.72806198609343 -0.0500312496644502 0.81499595200698 -0.642447908808889 0.474880383987627 -0.0621543523320314 0.400554350722183 -1.09038683530122 1 0.575519367067891 -0.374797715412238 -0.337591198106604 0.694361538219403
0.263574269989421 -0.868874591380457 -0.413689528805665 -0.23310478865382 -0.432269889837801 -0.52435601957758 -0.940683859905161 -0.0590420727346816 -0.0617095293620086 -2.08761811441611 -0.673309096524389 -0.852872430839562 1 0.282207675707994 -1.0461056285707 -1.11259783006688 0.556166829548834
0.224865870281192 -0.420419836840011 0.745994144180246 -0.258430843630977 0.186354325889242 -0.051615634524944 0.26510342380466 0.100958173270746 0.134761904713355 0.326036044035684 0.12300904779245 0.647552357052026 1 0.0890039532911875 -1.16166556314287 -0.401039558187554 0.0362798478415189
0.784985105091934 0.35767077495742 -0.260309402884774 0.0820112770751149 0.554787717236476 -0.0824730750648326 -0.000564649414806601 -0.369486463692333 0.183962324709002 -0.216486396403632 0.317121531095037 -1.02088918394417 1 -0.0249154987432563 -1.07481768237813 -1.44888853225131 -0.833456910431931
-0.586697957600462 0.625913740343449 -0.502725357935435 1.30081088610741 -0.500626295175821 0.53513179399644 -0.0997167074962817 1.33133725644017 -1.67679873028647 0.977806226804098 -0.980636927172748 0.866394030438341 1 0.153934987287817 -1.50191470878841 -0.46587986772167 0.064195922412108
0.380789801892483 0.278966367238035 -0.0125745195774562 -0.618236454750098 -0.325721441689476 -0.020407770586907 0.788289536879648 -0.160771431321249 -0.571021940784688 -0.259311938145699 0.275111248114278 -0.156702566226345 1 0.447054924764063 -1.65405139203502 -1.6591240913303 -0.0463741658944183
-0.037569736946899 -0.169518152053204 0.306146675601044 0.291223045175013 0.334755627884354 -0.449119265256571 0.532652152198817 0.401878337716292 0.656469021709521 -1.36438751860706 1.32641093175737 0.581968603273047 1 0.0309925596453916 -0.919927946848488 -2.15594212660104 -0.233054456993977
-0.334739374301205 -0.0147884576466526 -0.488099154597772 0.172697213717476 0.696452663489047 -0.187208182646186 0.0750687972327098 0.458376133669948 0.204975726327645 -0.814428814080178 1.04141780932635 -0.19056100355029 1 0.245864745277356 -1.00018677790122 -1.11668025508257 -0.165668520747799
-0.0264755858423447 0.457082710952883 0.699012595101793 -0.0479950338909228 0.429300944040351 -0.0906245564126952 0.293538087702482 -0.0918079492460015 -0.421172407053315 -0.354940541852743 0.00168768977856593 -0.301736526314966 1 -0.331401620428726 -1.10237270739139 -1.29953664824702 -0.38191629148342
-0.0491474131753657 -0.470190175654879 -0.396488359671043 -0.394733011080082 -0.103669403703266 -0.897152688513459 1.05271741681174 -0.109137450193545 0.859475286102059 0.413741618978921 -0.0745348872610232 -0.0402156722324404 1 0.27993897528034 -0.336524653955033 -1.23738971739333 0.167789414254776
0.241183845832524 0.180450666436998 0.203972252253033 -0.115805518364727 -0.851292225765992 -0.768144215211328 1.11535256186799 -0.242691537221877 0.678687536470789 0.0944249865648446 0.749911922677592 -1.75409969301194 1 0.690552196597039 -1.06260981995796 -0.391537143129423 0.382734083100514
-0.113677183845733 0.120849179956532 0.16532690586649 0.530195380730799 0.0879748185488768 0.114877406534317 -0.258561238732806 0.315669357894173 -0.54706040385845 -0.908885905782903 0.689597107372954 0.789886648790432 1 0.437627699879605 -1.02790695676617 -0.55258601180109 0.146887759749273
0.28582058057093 -0.484902546938772 -0.234202778122777 1.09752520500752 -0.113356175044786 -0.221320623927152 0.197589445514227 0.677607226878097 0.606801093025355 0.0698846719167737 0.407648183830998 0.897152788159912 1 -0.0192775803581393 -0.185279645754668 -0.020299941404801 0.749449219794302
0.322184893206231 -0.458370867863131 -0.190275130169167 0.265549409018084 0.466603780730059 -0.83065858682558 -0.0710404827049659 0.437950506222931 0.951869613528094 -1.59452201710764 0.192548620687656 0.0758884650840172 1 -0.31786564610066 0.950159572720376 0.400043781619435 -0.0351318933974815
0.271723768727114 0.160601170432332 0.0698989219547358 1.06883569910371 0.522339877234153 -0.0466653287828798 0.192419951470091 0.933514004264961 0.524768430241724 0.726023901694293 -0.0204722751751826 1.16306360282824 1 0.316747227915011 0.549390442119066 -0.0823885374482262 -0.0479739068487726
-1.20564769126935 0.00374282576729586 -0.242464777720122 -0.690617295840764 -0.392105428396062 -0.577318531565609 -0.251009221514589 -0.52966994871367 -0.253411848191937 -0.53150392205421 -0.244095757264036 -0.669216903833008 1 0.875109614199474 0.314637455169693 0.240256476542037 0.532398849217924
